studentID,gender,age,course,feederSchoolType,civilStatus,familyMonthlyIncome,religion,barangay
21-01739,Male,33,BSED-FIL,Private,Separated,27720,Seventh-Day Adventist,Kapasigan
21-01740,Female,19,BSA,Public,Single Parent,90182,Undetermined,Taguig City
21-01741,Female,18,ABPSYCH,Public,Living with Partner,13149,Seventh-Day Adventist,Taytay
21-01742,Male,30,BSED-MATH,Private,Living with Partner,65542,World Mission Society Church of God,Santa Lucia
21-01743,Female,17,BSECE,Public,Single,19538,Members Church of God International,Kapitolyo
21-01744,Male,35,ABPSYCH,Private,Married,29556,Atheist,Marikina City
21-01745,Male,20,ABPSYCH,Private,Widower,129591,The Church of Jesus Christ of Latter-Day Saints,Sumilang
21-01746,Male,25,BSCS,Private,Single Parent,9377,Seventh-Day Adventist,Mandaluyong City
21-01747,Male,27,BSBA,Public,Married,129684,World Mission Society Church of God,Ugong
21-01748,Female,34,BSECE,Public,Living with Partner,77444,No Religion,Antipolo
21-01749,Male,24,BSED-MATH,Private,Separated,84067,Aglipay,Palatiw
21-01750,Female,25,BSCS,Private,Widower,25574,Seventh-Day Adventist,Dela Paz
21-01751,Male,33,BSED-MATH,Public,Widower,47346,Iglesia Ni Cristo,Marikina City
21-01752,Female,31,BSED-ENG,Public,Married,114416,Members Church of God International,Manggahan
21-01753,Female,16,BSN,Private,Living with Partner,114972,Roman Catholic,Sumilang
21-01754,Male,19,BSIT,Private,Living with Partner,110093,The Church of Jesus Christ of Latter-Day Saints,Marikina City
21-01755,Female,32,ABPSYCH,Public,Living with Partner,78092,Undetermined,Quezon City
21-01756,Male,29,BSHM,Private,Single Parent,14397,No Religion,Bagong Katipunan
21-01757,Male,30,BSED-MATH,Public,Living with Partner,48924,Born - Again Christian,Pinagbuhatan
21-01758,Male,23,BSHM,Public,Separated,80621,Agnostic,Santa Cruz
21-01759,Male,27,BSBA,Public,Living with Partner,106027,Iglesia Ni Cristo,Bulacan
21-01760,Male,16,BSIT,Private,Living with Partner,132901,The Church of Jesus Christ of Latter-Day Saints,Dela Paz
21-01761,Male,35,BSED-MATH,Private,Single,83725,Baptist,Kalawaan
21-01762,Male,29,BSA,Private,Single Parent,59416,Members Church of God International,Palatiw
21-01763,Female,23,BSA,Public,Living with Partner,19939,World Mission Society Church of God,Manggahan
21-01764,Female,35,ABPSYCH,Private,Married,71284,Roman Catholic,San Jose
21-01765,Male,34,BEED,Public,Married,51596,No Religion,Santa Lucia
21-01766,Female,18,BSBA,Private,Widower,43289,World Mission Society Church of God,Manggahan
21-01767,Male,16,BSN,Public,Married,111343,LDS Mormon,Bagong Katipunan
21-01768,Male,30,BSED-MATH,Public,Single Parent,24368,Seventh-Day Adventist,Taytay
21-01769,Female,19,BSED-FIL,Private,Widower,78125,Roman Catholic,Sumilang
21-01770,Female,28,BSED-FIL,Public,Single,82902,Islam,Bagong Katipunan
21-01771,Female,25,BSIT,Private,Single Parent,65896,Born - Again Christian,Buting
21-01772,Female,29,BSCS,Private,Living with Partner,55441,Methodist,Bagong Katipunan
21-01773,Female,23,BSED-ENG,Private,Single Parent,69788,Islam,Santolan
21-01774,Male,21,BSHM,Private,Widower,117906,The Church of Jesus Christ of Latter-Day Saints,Antipolo
21-01775,Male,22,BSED-FIL,Private,Single Parent,27298,Baptist,Santolan
21-01776,Female,30,BSBA,Private,Married,122868,Methodist,Santo Tomas
21-01777,Male,21,BSCS,Private,Widower,130580,Jehovah's Witness,Manggahan
21-01778,Male,34,BSHM,Public,Separated,33101,Baptist,Santo Tomas
21-01779,Female,25,BSBA,Public,Single,130576,Born - Again Christian,Buting
21-01780,Female,20,BSA,Private,Married,92449,Agnostic,Ugong
21-01781,Male,35,BSHM,Private,Widower,76836,Undetermined,Caniogan
21-01782,Female,29,BSIT,Private,Married,71951,Iglesia Ni Cristo,Pineda
21-01783,Male,34,BSED-ENG,Private,Living with Partner,86118,Jehovah's Witness,Santa Lucia
21-01784,Female,28,BSCS,Private,Married,89121,Iglesia Ni Cristo,Pineda
21-01785,Female,28,BSECE,Private,Separated,122183,Islam,San Miguel
21-01786,Male,35,BSED-ENG,Public,Living with Partner,128417,Iglesia Ni Cristo,Cavite
21-01787,Male,35,BSECE,Private,Widower,28270,Born - Again Christian,Pateros
21-01788,Female,30,BSED-FIL,Public,Single Parent,137687,Born - Again Christian,Marikina City
21-01789,Female,24,BSBA,Public,Single Parent,97151,Members Church of God International,Cavite
21-01790,Male,27,ABPSYCH,Public,Married,130580,LDS Mormon,"Montalban, Rizal"
21-01791,Female,34,BSED-MATH,Public,Single Parent,28305,Islam,Catanduanes
21-01792,Female,20,BSN,Public,Separated,63819,Protestant/Pentecostal,Santa Rosa
21-01793,Male,29,BSED-MATH,Public,Married,95826,Atheist,Santo Tomas
21-01794,Male,26,ABPSYCH,Private,Single Parent,48505,Undetermined,Teresa
21-01795,Female,25,BEED,Public,Single Parent,19275,Born - Again Christian,Buting
21-01796,Female,19,BSED-FIL,Public,Single Parent,13115,The Church of Jesus Christ of Latter-Day Saints,Kapitolyo
21-01797,Female,32,BSED-ENG,Private,Widower,70984,Baptist,Manggahan
21-01798,Male,26,BSN,Public,Single Parent,48226,LDS Mormon,Santo Tomas
21-01799,Female,24,BSHM,Private,Widower,19635,Baptist,Kapasigan
21-01800,Male,27,BEED,Private,Separated,95666,Iglesia Ni Cristo,Catanduanes
21-01801,Male,21,BSECE,Public,Single Parent,12193,Methodist,Kapitolyo
21-01802,Female,19,BSED-FIL,Public,Single Parent,32159,Seventh-Day Adventist,Kalawaan
21-01803,Female,23,ABPSYCH,Private,Separated,15248,Agnostic,San Nicolas
21-01804,Male,26,BSHM,Private,Married,42708,Atheist,Catanduanes
21-01805,Female,22,BSED-MATH,Private,Single Parent,19187,Aglipay,Kapitolyo
21-01806,Male,33,BSIT,Public,Married,62970,The Church of Jesus Christ of Latter-Day Saints,Bagong Katipunan
21-01807,Female,27,BEED,Private,Living with Partner,66426,LDS Mormon,Pinagbuhatan
21-01808,Female,24,BSED-ENG,Public,Living with Partner,104745,Undetermined,Taguig City
21-01809,Male,25,BSHM,Public,Living with Partner,57599,World Mission Society Church of God,Cainta
21-01810,Male,28,BSHM,Public,Living with Partner,132595,No Religion,Mandaluyong City
21-01811,Female,17,ABPSYCH,Private,Widower,117153,Methodist,San Joaquin
21-01812,Female,33,BSED-ENG,Public,Separated,26082,Aglipay,Bagong Katipunan
21-01813,Male,26,BSN,Public,Separated,24975,LDS Mormon,San Nicolas
21-01814,Male,26,ABPSYCH,Public,Widower,116493,Islam,Maybunga
21-01815,Male,21,BSED-MATH,Private,Widower,20056,Islam,Cainta
21-01816,Female,35,BSA,Private,Living with Partner,50551,Atheist,Oranbo
21-01817,Female,24,BSED-ENG,Public,Living with Partner,21735,Jehovah's Witness,Cavite
21-01818,Female,24,BSA,Private,Single,55663,Agnostic,Antipolo
21-01819,Male,25,BSBA,Private,Single Parent,68232,Agnostic,Taguig City
21-01820,Male,27,BEED,Private,Single Parent,40788,World Mission Society Church of God,Pineda
21-01821,Male,18,BSIT,Private,Married,135014,Agnostic,Bulacan
21-01822,Female,18,BSN,Private,Living with Partner,15487,Methodist,Maybunga
21-01823,Female,22,BSBA,Public,Single Parent,85218,Methodist,Kapitolyo
21-01824,Female,35,BSIT,Public,Living with Partner,122476,LDS Mormon,San Miguel
21-01825,Female,26,BSECE,Private,Single,114245,World Mission Society Church of God,Santa Rosa
21-01826,Male,34,ABPSYCH,Private,Single,33041,Iglesia Ni Cristo,Cavite
21-01827,Male,35,BEED,Private,Single Parent,44364,Protestant/Pentecostal,Binangonan
21-01828,Female,31,BSN,Public,Widower,70480,Islam,San Antonio
21-01829,Female,19,BSN,Private,Married,42661,Iglesia Ni Cristo,Cavite
21-01830,Female,17,BSED-FIL,Public,Widower,39631,Aglipay,Kapasigan
21-01831,Female,25,BSBA,Public,Single,125292,No Religion,Sumilang
21-01832,Female,26,BSED-MATH,Private,Married,108057,Jehovah's Witness,Bulacan
21-01833,Female,27,BSED-ENG,Private,Separated,46794,The Church of Jesus Christ of Latter-Day Saints,Dela Paz
21-01834,Female,32,ABPSYCH,Private,Single,102378,Undetermined,Kapitolyo
21-01835,Female,23,BEED,Public,Single,14213,Islam,Bambang
21-01836,Female,30,BSIT,Private,Married,52014,The Church of Jesus Christ of Latter-Day Saints,"Montalban, Rizal"
21-01837,Female,32,BSN,Private,Married,21594,No Religion,Santo Tomas
21-01838,Female,33,BSED-MATH,Public,Married,72319,Members Church of God International,Quezon City
21-01839,Female,20,ABPSYCH,Private,Single Parent,32137,Born - Again Christian,Santo Tomas
21-01840,Female,26,BSIT,Private,Widower,100920,No Religion,Antipolo
21-01841,Male,19,BSECE,Public,Living with Partner,72324,The Church of Jesus Christ of Latter-Day Saints,Antipolo
21-01842,Female,16,BSED-MATH,Public,Widower,94450,Baptist,Rosario
21-01843,Male,17,ABPSYCH,Public,Widower,20231,Agnostic,Teresa
21-01844,Female,20,BSA,Private,Living with Partner,26101,Aglipay,Pineda
21-01845,Male,31,BSA,Public,Single,46334,Agnostic,"Montalban, Rizal"
21-01846,Female,23,BSIT,Public,Single Parent,92906,Seventh-Day Adventist,Pateros
21-01847,Female,19,BSHM,Private,Separated,106219,Seventh-Day Adventist,Cavite
21-01848,Male,35,BSED-FIL,Public,Single Parent,21868,Protestant/Pentecostal,Dela Paz
21-01849,Male,25,BSECE,Public,Single,121767,The Church of Jesus Christ of Latter-Day Saints,Kalawaan
21-01850,Female,29,BSED-FIL,Public,Married,63033,Iglesia Ni Cristo,Santa Cruz
21-01851,Female,32,BSED-FIL,Public,Separated,133461,Iglesia Ni Cristo,Santolan
21-01852,Male,25,BSBA,Private,Living with Partner,66481,Jehovah's Witness,Santolan
21-01853,Male,25,BSA,Public,Separated,58279,No Religion,Kapasigan
21-01854,Female,32,ABPSYCH,Public,Widower,98373,Roman Catholic,Bambang
21-01855,Female,24,BSIT,Public,Single Parent,128296,Seventh-Day Adventist,Antipolo
21-01856,Male,32,BEED,Public,Single Parent,93575,Undetermined,Oranbo
21-01857,Female,34,ABPSYCH,Private,Living with Partner,35701,Iglesia Ni Cristo,Kalawaan
21-01858,Female,20,BSHM,Private,Single,116119,No Religion,Teresa
21-01859,Female,33,BSECE,Private,Single Parent,68180,Undetermined,Antipolo
21-01860,Female,32,BSECE,Private,Single,125787,Jehovah's Witness,Quezon City
21-01861,Female,31,BSECE,Public,Single,92189,Baptist,Palatiw
21-01862,Female,25,BSA,Private,Widower,26859,Atheist,Cainta
21-01863,Male,25,BSBA,Public,Separated,74553,Born - Again Christian,Cavite
21-01864,Male,16,BSED-FIL,Public,Separated,74357,Methodist,San Nicolas
21-01865,Female,28,BSBA,Public,Living with Partner,134802,Jehovah's Witness,Taytay
21-01866,Male,23,BSECE,Public,Widower,44779,Seventh-Day Adventist,Taguig City
21-01867,Female,31,BSECE,Public,Married,31854,Undetermined,Catanduanes
21-01868,Female,16,BSECE,Public,Single Parent,58655,Methodist,Quezon City
21-01869,Male,34,BSN,Private,Single,103007,Protestant/Pentecostal,Pateros
21-01870,Female,17,BSCS,Public,Married,137521,Seventh-Day Adventist,San Nicolas
21-01871,Female,28,BSN,Public,Single Parent,35954,Atheist,Cainta
21-01872,Male,23,BSED-FIL,Private,Single Parent,39045,Islam,Santa Rosa
21-01873,Female,23,BSIT,Private,Married,66340,World Mission Society Church of God,San Nicolas
21-01874,Female,23,ABPSYCH,Private,Single,55654,The Church of Jesus Christ of Latter-Day Saints,Taytay
21-01875,Female,20,BEED,Private,Single,99208,Seventh-Day Adventist,Marikina City
21-01876,Male,28,BSED-FIL,Public,Single,67226,Roman Catholic,Dela Paz
21-01877,Male,29,BEED,Private,Single,129308,Aglipay,San Jose
21-01878,Female,28,BSED-FIL,Public,Married,64590,Atheist,Quezon City
21-01879,Female,20,BSHM,Private,Separated,52469,Iglesia Ni Cristo,Pineda
21-01880,Female,29,BSED-MATH,Public,Widower,48825,Islam,Buting
21-01881,Female,19,BSED-ENG,Private,Single Parent,113312,No Religion,Taytay
21-01882,Female,17,BSED-MATH,Private,Married,85690,Iglesia Ni Cristo,Kalawaan
21-01883,Female,16,BSN,Private,Living with Partner,48583,Jehovah's Witness,Caniogan
21-01884,Female,24,BSCS,Private,Single Parent,22589,Atheist,Santa Cruz
21-01885,Female,35,BSED-MATH,Public,Married,110691,Seventh-Day Adventist,Santo Tomas
21-01886,Female,19,BSED-ENG,Public,Separated,126868,LDS Mormon,Cainta
21-01887,Male,33,BSED-ENG,Private,Single,85324,Seventh-Day Adventist,Maybunga
21-01888,Female,35,BSA,Private,Married,136157,LDS Mormon,Santo Tomas
21-01889,Female,35,BSIT,Public,Living with Partner,11940,Members Church of God International,Antipolo
21-01890,Female,35,ABPSYCH,Private,Separated,126237,Protestant/Pentecostal,Santa Cruz
21-01891,Male,16,BSHM,Private,Separated,14775,Members Church of God International,Rosario
21-01892,Male,29,BSED-MATH,Private,Widower,40750,Iglesia Ni Cristo,Taguig City
21-01893,Male,24,BEED,Public,Separated,53959,Born - Again Christian,Taytay
21-01894,Male,29,BSA,Private,Widower,135095,Aglipay,Santa Lucia
21-01895,Male,24,BSED-FIL,Public,Married,123550,Protestant/Pentecostal,Santolan
21-01896,Male,33,BEED,Public,Single Parent,46708,Protestant/Pentecostal,Manggahan
21-01897,Female,21,BSED-ENG,Public,Single,22659,Iglesia Ni Cristo,Sagad
21-01898,Male,27,BSBA,Private,Single Parent,104865,Agnostic,Dela Paz
21-01899,Female,32,BSN,Private,Living with Partner,125525,LDS Mormon,Bagong Ilog
21-01900,Female,34,BSED-MATH,Public,Separated,17373,Methodist,Cavite
21-01901,Female,34,BSBA,Public,Widower,115580,Seventh-Day Adventist,Bulacan
21-01902,Female,35,BSECE,Public,Single Parent,71168,Undetermined,Sumilang
21-01903,Male,18,BSIT,Public,Widower,29082,The Church of Jesus Christ of Latter-Day Saints,Teresa
21-01904,Male,27,BSHM,Private,Living with Partner,127834,Methodist,Bagong Ilog
21-01905,Male,19,BSED-MATH,Public,Widower,75386,Born - Again Christian,Taytay
21-01906,Male,26,BSED-MATH,Private,Widower,84927,Born - Again Christian,San Antonio
21-01907,Female,22,BSED-ENG,Public,Married,121399,The Church of Jesus Christ of Latter-Day Saints,Maybunga
21-01908,Male,20,BSIT,Private,Living with Partner,96766,Methodist,Sagad
21-01909,Female,27,BSIT,Private,Single Parent,121067,Seventh-Day Adventist,Kapitolyo
21-01910,Male,33,BSED-ENG,Private,Separated,128891,Agnostic,Quezon City
21-01911,Male,18,BSN,Private,Separated,35378,Protestant/Pentecostal,Santo Tomas
21-01912,Female,25,BSHM,Private,Separated,135145,Agnostic,Bagong Ilog
21-01913,Male,30,BSED-MATH,Private,Widower,33445,Protestant/Pentecostal,Pinagbuhatan
21-01914,Male,31,BSECE,Public,Married,30116,Seventh-Day Adventist,Santa Lucia
21-01915,Male,18,ABPSYCH,Public,Widower,138956,Members Church of God International,Kalawaan
21-01916,Female,25,BSHM,Public,Single Parent,85136,Undetermined,Bulacan
21-01917,Male,33,BSBA,Public,Widower,118447,Atheist,Palatiw
21-01918,Female,31,BEED,Public,Single,93608,Baptist,Malinao
21-01919,Male,20,BSED-ENG,Public,Widower,49970,Born - Again Christian,Santa Lucia
21-01920,Male,18,BSCS,Private,Single Parent,56000,Born - Again Christian,Taytay
21-01921,Male,30,BSIT,Public,Separated,124111,Protestant/Pentecostal,Binangonan
21-01922,Female,20,BEED,Private,Single,93864,Aglipay,Teresa
21-01923,Female,24,ABPSYCH,Private,Separated,53536,Atheist,Marikina City
21-01924,Female,19,ABPSYCH,Private,Single,96106,LDS Mormon,Santa Lucia
21-01925,Male,25,BSA,Private,Separated,123474,Islam,Buting
21-01926,Male,31,BSIT,Private,Living with Partner,116022,Agnostic,Bagong Ilog
21-01927,Male,25,BSED-ENG,Private,Widower,95509,No Religion,Maybunga
21-01928,Female,31,BSBA,Private,Separated,39644,Undetermined,Kapasigan
21-01929,Female,19,BSCS,Public,Separated,31498,Jehovah's Witness,Bambang
21-01930,Male,34,BEED,Private,Living with Partner,74756,Seventh-Day Adventist,San Joaquin
21-01931,Male,18,BSED-ENG,Public,Married,47281,Jehovah's Witness,Sagad
21-01932,Female,19,BSHM,Private,Single,121619,Methodist,Pineda
21-01933,Male,17,BSED-MATH,Private,Widower,84231,Islam,Palatiw
21-01934,Female,17,BSN,Private,Married,64651,Jehovah's Witness,Antipolo
21-01935,Male,26,BSED-FIL,Private,Living with Partner,75897,Atheist,Quezon City
21-01936,Male,27,BEED,Private,Married,138726,Methodist,Santa Lucia
21-01937,Male,20,BSN,Private,Widower,54262,Protestant/Pentecostal,San Joaquin
21-01938,Female,23,BEED,Private,Single Parent,72779,Baptist,Cavite
21-01939,Female,21,BSA,Public,Separated,70665,Undetermined,Manggahan
21-01940,Female,32,BSIT,Private,Single,51770,No Religion,Taytay
21-01941,Male,17,BSCS,Private,Widower,122219,No Religion,Pateros
21-01942,Female,26,BSECE,Public,Separated,55011,LDS Mormon,Kalawaan
21-01943,Female,30,BSED-MATH,Public,Living with Partner,89110,Atheist,Marikina City
21-01944,Female,25,BSED-MATH,Private,Married,108541,Atheist,Kapitolyo
21-01945,Female,23,BSIT,Private,Single Parent,51642,LDS Mormon,Oranbo
21-01946,Male,17,BSCS,Public,Widower,119035,Seventh-Day Adventist,Catanduanes
21-01947,Female,25,BSCS,Private,Widower,135674,Undetermined,Ugong
21-01948,Male,26,BEED,Private,Married,86003,Iglesia Ni Cristo,Kapitolyo
21-01949,Female,35,BSED-ENG,Public,Separated,16181,Jehovah's Witness,San Jose
21-01950,Female,27,BSIT,Public,Widower,10116,LDS Mormon,Sagad
21-01951,Female,30,BSN,Private,Married,101813,LDS Mormon,Mandaluyong City
21-01952,Male,20,ABPSYCH,Public,Widower,69224,The Church of Jesus Christ of Latter-Day Saints,Bulacan
21-01953,Male,23,BSED-ENG,Private,Separated,115674,Iglesia Ni Cristo,Cavite
21-01954,Female,31,BSA,Private,Single Parent,26406,Protestant/Pentecostal,Quezon City
21-01955,Male,30,BSED-ENG,Private,Separated,18937,Islam,Quezon City
21-01956,Male,32,BSHM,Private,Living with Partner,52783,Aglipay,Santa Cruz
21-01957,Male,33,BSECE,Public,Single,101368,Undetermined,Malinao
21-01958,Female,18,BSBA,Private,Single Parent,133405,Roman Catholic,Kalawaan
21-01959,Female,28,BEED,Private,Single,111328,Atheist,Bulacan
21-01960,Male,18,BSHM,Private,Living with Partner,68834,Baptist,San Nicolas
21-01961,Male,32,BSIT,Public,Single Parent,79645,The Church of Jesus Christ of Latter-Day Saints,Sumilang
21-01962,Male,18,BSED-MATH,Public,Married,105474,Protestant/Pentecostal,Pinagbuhatan
21-01963,Female,27,BSECE,Public,Separated,38566,LDS Mormon,Taytay
21-01964,Female,24,BSECE,Public,Living with Partner,107478,Jehovah's Witness,Bambang
21-01965,Male,22,BSECE,Private,Single,94139,Jehovah's Witness,Taguig City
21-01966,Male,22,BSCS,Public,Single Parent,68011,Baptist,Ugong
21-01967,Male,34,ABPSYCH,Private,Single,126255,Atheist,Taguig City
21-01968,Female,31,BSECE,Private,Living with Partner,17219,Atheist,Kapasigan
21-01969,Female,23,BSED-ENG,Public,Single,70125,Methodist,Bulacan
21-01970,Male,33,BSED-ENG,Private,Living with Partner,94014,Methodist,Taytay
21-01971,Male,27,BSBA,Public,Widower,68798,Baptist,Kapasigan
21-01972,Female,28,BSED-ENG,Public,Single,101622,Methodist,Maybunga
21-01973,Male,28,BSBA,Private,Living with Partner,81008,Islam,Santa Rosa
21-01974,Female,30,ABPSYCH,Private,Single Parent,17118,Islam,Mandaluyong City
21-01975,Female,26,BSA,Public,Married,54328,Seventh-Day Adventist,Sumilang
21-01976,Female,33,BSCS,Public,Living with Partner,106666,Protestant/Pentecostal,Santa Rosa
21-01977,Female,21,BSBA,Private,Married,105451,Seventh-Day Adventist,San Jose
21-01978,Female,33,BSA,Private,Single,70813,Members Church of God International,Quezon City
21-01979,Male,22,BSECE,Public,Living with Partner,104287,Baptist,Caniogan
21-01980,Female,32,BSN,Public,Widower,53397,LDS Mormon,Palatiw
21-01981,Male,26,BEED,Public,Separated,84012,Seventh-Day Adventist,Mandaluyong City
21-01982,Male,23,BSED-MATH,Private,Separated,120772,Atheist,Quezon City
21-01983,Male,16,BSIT,Public,Single,94375,Atheist,Palatiw
21-01984,Male,34,BSECE,Public,Widower,69169,Undetermined,Kapasigan
21-01985,Female,26,BSBA,Public,Married,35816,Iglesia Ni Cristo,Caniogan
21-01986,Female,17,BEED,Public,Widower,101141,The Church of Jesus Christ of Latter-Day Saints,Cavite
21-01987,Male,20,BSED-MATH,Private,Single,27761,Iglesia Ni Cristo,Cainta
21-01988,Male,16,BSECE,Private,Single Parent,55600,Seventh-Day Adventist,Malinao
21-01989,Female,31,BSA,Private,Married,63234,Methodist,Caniogan
21-01990,Female,23,BSED-FIL,Public,Widower,25237,No Religion,Kapasigan
21-01991,Female,34,BSECE,Public,Single Parent,100876,Baptist,Binangonan
21-01992,Male,32,BSBA,Public,Separated,60340,Methodist,Teresa
21-01993,Male,30,ABPSYCH,Private,Single,41989,Aglipay,Caniogan
21-01994,Male,19,BSN,Private,Living with Partner,135008,Members Church of God International,Antipolo
21-01995,Male,30,BSBA,Private,Single Parent,54110,Baptist,Bagong Katipunan
21-01996,Male,24,BSED-MATH,Private,Living with Partner,27779,LDS Mormon,Manggahan
21-01997,Male,30,BSA,Private,Living with Partner,53052,Members Church of God International,Buting
21-01998,Female,16,BSED-ENG,Private,Single,124821,Born - Again Christian,Rosario
21-01999,Female,23,BSECE,Public,Widower,120552,Undetermined,Palatiw
21-02000,Male,20,BSA,Private,Single Parent,114120,World Mission Society Church of God,Cainta
21-02001,Female,20,BSHM,Private,Separated,108708,Born - Again Christian,Pinagbuhatan
21-02002,Male,18,BSHM,Public,Separated,14807,Aglipay,Santa Lucia
21-02003,Female,16,BSHM,Private,Widower,28052,Roman Catholic,San Jose
21-02004,Female,32,BSCS,Private,Single,82237,No Religion,Santo Tomas
21-02005,Male,33,BSED-MATH,Private,Living with Partner,82773,Seventh-Day Adventist,Bagong Katipunan
21-02006,Female,26,BSED-MATH,Private,Separated,75911,Aglipay,Bagong Katipunan
21-02007,Female,29,BSIT,Public,Living with Partner,107496,No Religion,Mandaluyong City
21-02008,Male,23,BSBA,Public,Living with Partner,113629,Protestant/Pentecostal,Teresa
21-02009,Male,31,BSED-MATH,Private,Widower,22715,Seventh-Day Adventist,Kalawaan
21-02010,Male,34,BSN,Private,Married,80336,LDS Mormon,Santa Lucia
21-02011,Female,33,BSED-FIL,Private,Separated,16041,The Church of Jesus Christ of Latter-Day Saints,Catanduanes
21-02012,Male,28,BSED-ENG,Private,Single,109402,LDS Mormon,Taytay
21-02013,Female,23,BSIT,Private,Widower,16246,Islam,Sagad
21-02014,Male,24,BSED-ENG,Public,Single,46043,Members Church of God International,Malinao
21-02015,Male,28,BSA,Private,Married,13107,Undetermined,Bagong Katipunan
21-02016,Female,30,BSCS,Private,Single,92541,Atheist,San Jose
21-02017,Female,17,ABPSYCH,Public,Married,105971,Iglesia Ni Cristo,Taguig City
21-02018,Male,31,ABPSYCH,Private,Widower,129349,Methodist,Pineda
21-02019,Female,34,BEED,Private,Living with Partner,120954,The Church of Jesus Christ of Latter-Day Saints,Mandaluyong City
21-02020,Female,25,BEED,Private,Living with Partner,34972,Iglesia Ni Cristo,Kapasigan
21-02021,Female,30,BSN,Private,Widower,83452,Undetermined,Santa Rosa
21-02022,Female,16,BSED-MATH,Public,Married,88272,Iglesia Ni Cristo,Teresa
21-02023,Male,33,BSIT,Public,Living with Partner,33025,Protestant/Pentecostal,Kalawaan
21-02024,Male,28,BSBA,Public,Single,89296,Agnostic,San Nicolas
21-02025,Female,22,ABPSYCH,Public,Living with Partner,136971,Aglipay,Buting
21-02026,Male,22,BSED-MATH,Private,Single Parent,10332,Agnostic,Mandaluyong City
21-02027,Female,31,BSCS,Public,Widower,52360,Methodist,Kapitolyo
21-02028,Male,30,BSA,Private,Single Parent,31975,Members Church of God International,Santa Cruz
21-02029,Female,26,BSN,Public,Separated,84432,Methodist,San Joaquin
21-02030,Male,34,BSIT,Public,Separated,41170,Agnostic,Catanduanes
21-02031,Female,34,ABPSYCH,Public,Widower,20338,World Mission Society Church of God,Pineda
21-02032,Male,25,BSHM,Public,Separated,60356,LDS Mormon,Malinao
21-02033,Female,26,BSCS,Public,Living with Partner,61874,World Mission Society Church of God,Santo Tomas
21-02034,Female,19,BSED-FIL,Private,Living with Partner,8241,LDS Mormon,San Joaquin
21-02035,Male,35,BSED-MATH,Private,Married,114218,Aglipay,Santa Lucia
21-02036,Male,18,BSN,Public,Single Parent,135396,Members Church of God International,Teresa
21-02037,Female,29,BSECE,Public,Single,11903,LDS Mormon,Santo Tomas
21-02038,Female,33,BSED-MATH,Public,Single Parent,71906,Iglesia Ni Cristo,Santa Rosa
21-02039,Female,17,BSCS,Public,Single,47971,Jehovah's Witness,Manggahan
21-02040,Male,30,BSED-FIL,Public,Living with Partner,89504,Born - Again Christian,Sagad
21-02041,Female,35,ABPSYCH,Private,Widower,15916,World Mission Society Church of God,Bambang
21-02042,Female,35,BSBA,Private,Single,36760,Roman Catholic,Malinao
21-02043,Male,18,BSA,Public,Single,51970,Seventh-Day Adventist,Santolan
21-02044,Male,23,BSHM,Private,Living with Partner,94225,Islam,Manggahan
21-02045,Male,34,BSED-FIL,Private,Married,110036,World Mission Society Church of God,Bambang
21-02046,Female,32,BEED,Private,Widower,96208,Aglipay,Quezon City
21-02047,Male,26,BSECE,Private,Widower,72368,Agnostic,Santolan
21-02048,Female,27,BSED-ENG,Public,Widower,27581,Iglesia Ni Cristo,Manggahan
21-02049,Female,31,ABPSYCH,Private,Married,135311,Atheist,Teresa
21-02050,Male,29,BSA,Public,Living with Partner,47116,LDS Mormon,Santo Tomas
21-02051,Female,31,BSA,Private,Living with Partner,50667,Jehovah's Witness,Sagad
21-02052,Female,32,BSN,Public,Living with Partner,102349,Baptist,Catanduanes
21-02053,Female,16,BSN,Private,Separated,58948,Undetermined,Oranbo
21-02054,Male,24,BSBA,Private,Single,139897,Baptist,Bagong Ilog
21-02055,Male,19,BSCS,Private,Separated,48614,No Religion,Bagong Katipunan
21-02056,Male,25,ABPSYCH,Private,Widower,81094,Protestant/Pentecostal,Caniogan
21-02057,Female,16,BSED-ENG,Private,Living with Partner,90754,Roman Catholic,San Joaquin
21-02058,Female,25,BSED-FIL,Private,Widower,67732,Born - Again Christian,Catanduanes
21-02059,Female,31,BSCS,Public,Married,54335,Members Church of God International,San Jose
21-02060,Female,32,BSN,Private,Married,131770,Baptist,Taytay
21-02061,Male,20,BSA,Private,Separated,124102,Baptist,Pateros
21-02062,Female,25,BSIT,Public,Married,115904,World Mission Society Church of God,Pateros
21-02063,Male,26,BEED,Private,Single,71623,Members Church of God International,Dela Paz
21-02064,Female,16,BSED-ENG,Private,Widower,56316,Agnostic,Pateros
21-02065,Male,28,BSECE,Public,Living with Partner,108594,Jehovah's Witness,Bagong Katipunan
21-02066,Female,29,ABPSYCH,Private,Single Parent,132867,Atheist,Santa Cruz
21-02067,Female,30,BSED-MATH,Private,Widower,124610,Baptist,Bagong Katipunan
21-02068,Female,18,BSIT,Private,Married,122588,Members Church of God International,San Joaquin
21-02069,Female,28,BSHM,Private,Single,56709,Born - Again Christian,Binangonan
21-02070,Female,30,BSA,Public,Widower,117202,Seventh-Day Adventist,San Nicolas
21-02071,Male,25,BSECE,Private,Widower,128584,No Religion,Pinagbuhatan
21-02072,Male,19,ABPSYCH,Public,Single Parent,112160,Jehovah's Witness,Kapasigan
21-02073,Male,32,BSIT,Public,Living with Partner,126621,Born - Again Christian,Cainta
